"id","issue_id","github_id","number","title","body","state","tema_relacionado","labels","comments_count","created_at","updated_at","closed_at","user_login","assignee","milestone","html_url","tempo_resolucao_dias"
"311","2731325095","2731325095","142772","DISABLED test_vmap_exhaustive_pow_cuda_float32 (__main__.TestVmapOperatorsOpInfoCUDA)","Platforms: linux, slow

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_vmap_exhaustive_pow_cuda_float32&suite=TestVmapOperatorsOpInfoCUDA&limit=100) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/34194787540).

Over the past 3 hours, it has been determined flaky in 5 workflow(s) with 5 failures and 5 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_vmap_exhaustive_pow_cuda_float32`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.



<details><summary>Sample error message</summary>

```
Traceback (most recent call last):
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3107, in wrapper
    with policy():
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 2489, in __exit__
    raise RuntimeError(msg)
RuntimeError: CUDA driver API confirmed a leak in __main__.TestVmapOperatorsOpInfoCUDA.test_vmap_exhaustive_pow_cuda_float32! Caching allocator allocated memory was 0 and is now reported as 25467904 on device 0. CUDA driver allocated memory was 213123072 and is now 234094592.

To execute this test, run the following from the base repo dir:
    PYTORCH_TEST_CUDA_MEM_LEAK_CHECK=1 python test/functorch/test_vmap.py TestVmapOperatorsOpInfoCUDA.test_vmap_exhaustive_pow_cuda_float32

This message can be suppressed by setting PYTORCH_PRINT_REPRO_ON_FAILURE=0
```

</details>


Test file path: `functorch/test_vmap.py`

cc @clee2000 @wdvr @zou3519 @Chillee @samdow @kshitij12345","closed","Refatoração","{triaged,""module: flaky-tests"",skipped,""module: functorch""}",1,"2024-12-10 22:20:48","2024-12-19 20:11:56","2024-12-19 20:11:56","pytorch-bot[bot]",NULL,NULL,"https://github.com/pytorch/pytorch/issues/142772",9
"312","2733721821","2733721821","142905","DISABLED test_op_has_batch_rule_flip_cuda_float32 (__main__.TestVmapOperatorsOpInfoCUDA)","Platforms: linux, slow

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_op_has_batch_rule_flip_cuda_float32&suite=TestVmapOperatorsOpInfoCUDA&limit=100) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/34248100017).

Over the past 3 hours, it has been determined flaky in 4 workflow(s) with 4 failures and 4 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_op_has_batch_rule_flip_cuda_float32`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.



<details><summary>Sample error message</summary>

```
Traceback (most recent call last):
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3107, in wrapper
    with policy():
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 2489, in __exit__
    raise RuntimeError(msg)
RuntimeError: CUDA driver API confirmed a leak in __main__.TestVmapOperatorsOpInfoCUDA.test_op_has_batch_rule_flip_cuda_float32! Caching allocator allocated memory was 0 and is now reported as 5120 on device 0. CUDA driver allocated memory was 171180032 and is now 173277184.

To execute this test, run the following from the base repo dir:
    PYTORCH_TEST_CUDA_MEM_LEAK_CHECK=1 python test/functorch/test_vmap.py TestVmapOperatorsOpInfoCUDA.test_op_has_batch_rule_flip_cuda_float32

This message can be suppressed by setting PYTORCH_PRINT_REPRO_ON_FAILURE=0
```

</details>


Test file path: `functorch/test_vmap.py`

cc @clee2000 @wdvr @zou3519 @Chillee @samdow @kshitij12345","closed","Refatoração","{triaged,""module: flaky-tests"",skipped,""module: functorch""}",1,"2024-12-11 18:45:42","2024-12-19 20:14:16","2024-12-19 20:14:15","pytorch-bot[bot]",NULL,NULL,"https://github.com/pytorch/pytorch/issues/142905",8
"335","2759446630","2759446630","143851","[CI] Disable sccache for xpu test","WA for https://github.com/pytorch/pytorch/issues/143585","closed","Refatoração","{""open source"",Merged,""topic: not user facing"",ciflow/xpu}",3,"2024-12-26 08:12:49","2024-12-26 19:46:10","2024-12-26 19:45:06","chuanqi129",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143851",0
"313","2733721411","2733721411","142900","DISABLED test_vmap_exhaustive_t_cuda_float32 (__main__.TestVmapOperatorsOpInfoCUDA)","Platforms: linux, slow

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_vmap_exhaustive_t_cuda_float32&suite=TestVmapOperatorsOpInfoCUDA&limit=100) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/34248100017).

Over the past 3 hours, it has been determined flaky in 4 workflow(s) with 4 failures and 4 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_vmap_exhaustive_t_cuda_float32`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.



<details><summary>Sample error message</summary>

```
Traceback (most recent call last):
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3107, in wrapper
    with policy():
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 2489, in __exit__
    raise RuntimeError(msg)
RuntimeError: CUDA driver API confirmed a leak in __main__.TestVmapOperatorsOpInfoCUDA.test_vmap_exhaustive_t_cuda_float32! Caching allocator allocated memory was 0 and is now reported as 1536 on device 0. CUDA driver allocated memory was 187957248 and is now 190054400.

To execute this test, run the following from the base repo dir:
    PYTORCH_TEST_CUDA_MEM_LEAK_CHECK=1 python test/functorch/test_vmap.py TestVmapOperatorsOpInfoCUDA.test_vmap_exhaustive_t_cuda_float32

This message can be suppressed by setting PYTORCH_PRINT_REPRO_ON_FAILURE=0
```

</details>


Test file path: `functorch/test_vmap.py`

cc @clee2000 @wdvr @zou3519 @Chillee @samdow @kshitij12345","closed","Refatoração","{triaged,""module: flaky-tests"",skipped,""module: functorch""}",1,"2024-12-11 18:45:27","2024-12-19 20:14:14","2024-12-19 20:14:14","pytorch-bot[bot]",NULL,NULL,"https://github.com/pytorch/pytorch/issues/142900",8
"314","2733758651","2733758651","143002","DISABLED test_vmap_exhaustive_isfinite_cuda_float32 (__main__.TestVmapOperatorsOpInfoCUDA)","Platforms: linux, slow

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_vmap_exhaustive_isfinite_cuda_float32&suite=TestVmapOperatorsOpInfoCUDA&limit=100) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/34248100017).

Over the past 3 hours, it has been determined flaky in 4 workflow(s) with 4 failures and 4 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_vmap_exhaustive_isfinite_cuda_float32`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.



<details><summary>Sample error message</summary>

```
Traceback (most recent call last):
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3107, in wrapper
    with policy():
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 2489, in __exit__
    raise RuntimeError(msg)
RuntimeError: CUDA driver API confirmed a leak in __main__.TestVmapOperatorsOpInfoCUDA.test_vmap_exhaustive_isfinite_cuda_float32! Caching allocator allocated memory was 0 and is now reported as 15754752 on device 0. CUDA driver allocated memory was 190054400 and is now 208928768.

To execute this test, run the following from the base repo dir:
    PYTORCH_TEST_CUDA_MEM_LEAK_CHECK=1 python test/functorch/test_vmap.py TestVmapOperatorsOpInfoCUDA.test_vmap_exhaustive_isfinite_cuda_float32

This message can be suppressed by setting PYTORCH_PRINT_REPRO_ON_FAILURE=0
```

</details>


Test file path: `functorch/test_vmap.py`

cc @clee2000 @wdvr @zou3519 @Chillee @samdow @kshitij12345","closed","Refatoração","{triaged,""module: flaky-tests"",skipped,""module: functorch""}",1,"2024-12-11 19:05:07","2024-12-19 20:10:51","2024-12-19 20:10:51","pytorch-bot[bot]",NULL,NULL,"https://github.com/pytorch/pytorch/issues/143002",8
"315","2733758557","2733758557","143001","DISABLED test_vmap_exhaustive_asinh_cuda_float32 (__main__.TestVmapOperatorsOpInfoCUDA)","Platforms: linux, slow

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_vmap_exhaustive_asinh_cuda_float32&suite=TestVmapOperatorsOpInfoCUDA&limit=100) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/34248100017).

Over the past 3 hours, it has been determined flaky in 4 workflow(s) with 4 failures and 4 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_vmap_exhaustive_asinh_cuda_float32`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.



<details><summary>Sample error message</summary>

```
Traceback (most recent call last):
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3107, in wrapper
    with policy():
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 2489, in __exit__
    raise RuntimeError(msg)
RuntimeError: CUDA driver API confirmed a leak in __main__.TestVmapOperatorsOpInfoCUDA.test_vmap_exhaustive_asinh_cuda_float32! Caching allocator allocated memory was 0 and is now reported as 15758336 on device 0. CUDA driver allocated memory was 185860096 and is now 208928768.

To execute this test, run the following from the base repo dir:
    PYTORCH_TEST_CUDA_MEM_LEAK_CHECK=1 python test/functorch/test_vmap.py TestVmapOperatorsOpInfoCUDA.test_vmap_exhaustive_asinh_cuda_float32

This message can be suppressed by setting PYTORCH_PRINT_REPRO_ON_FAILURE=0
```

</details>


Test file path: `functorch/test_vmap.py`

cc @clee2000 @wdvr @zou3519 @Chillee @samdow @kshitij12345","closed","Refatoração","{triaged,""module: flaky-tests"",skipped,""module: functorch""}",1,"2024-12-11 19:05:04","2024-12-19 20:10:51","2024-12-19 20:10:51","pytorch-bot[bot]",NULL,NULL,"https://github.com/pytorch/pytorch/issues/143001",8
"316","2733758477","2733758477","143000","DISABLED test_vmap_exhaustive_logical_xor_cuda_float32 (__main__.TestVmapOperatorsOpInfoCUDA)","Platforms: linux, slow

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_vmap_exhaustive_logical_xor_cuda_float32&suite=TestVmapOperatorsOpInfoCUDA&limit=100) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/34248100017).

Over the past 3 hours, it has been determined flaky in 4 workflow(s) with 4 failures and 4 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_vmap_exhaustive_logical_xor_cuda_float32`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.



<details><summary>Sample error message</summary>

```
Traceback (most recent call last):
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3107, in wrapper
    with policy():
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 2489, in __exit__
    raise RuntimeError(msg)
RuntimeError: CUDA driver API confirmed a leak in __main__.TestVmapOperatorsOpInfoCUDA.test_vmap_exhaustive_logical_xor_cuda_float32! Caching allocator allocated memory was 0 and is now reported as 25462784 on device 0. CUDA driver allocated memory was 209977344 and is now 230948864.

To execute this test, run the following from the base repo dir:
    PYTORCH_TEST_CUDA_MEM_LEAK_CHECK=1 python test/functorch/test_vmap.py TestVmapOperatorsOpInfoCUDA.test_vmap_exhaustive_logical_xor_cuda_float32

This message can be suppressed by setting PYTORCH_PRINT_REPRO_ON_FAILURE=0
```

</details>


Test file path: `functorch/test_vmap.py`

cc @clee2000 @wdvr @zou3519 @Chillee @samdow @kshitij12345","closed","Refatoração","{triaged,""module: flaky-tests"",skipped,""module: functorch""}",1,"2024-12-11 19:05:01","2024-12-19 20:10:51","2024-12-19 20:10:51","pytorch-bot[bot]",NULL,NULL,"https://github.com/pytorch/pytorch/issues/143000",8
"317","2733758397","2733758397","142999","DISABLED test_vmap_exhaustive_tile_cuda_float32 (__main__.TestVmapOperatorsOpInfoCUDA)","Platforms: linux, slow

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_vmap_exhaustive_tile_cuda_float32&suite=TestVmapOperatorsOpInfoCUDA&limit=100) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/34248100017).

Over the past 3 hours, it has been determined flaky in 4 workflow(s) with 4 failures and 4 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_vmap_exhaustive_tile_cuda_float32`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.



<details><summary>Sample error message</summary>

```
Traceback (most recent call last):
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 3107, in wrapper
    with policy():
  File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 2489, in __exit__
    raise RuntimeError(msg)
RuntimeError: CUDA driver API confirmed a leak in __main__.TestVmapOperatorsOpInfoCUDA.test_vmap_exhaustive_tile_cuda_float32! Caching allocator allocated memory was 0 and is now reported as 13824 on device 0. CUDA driver allocated memory was 187957248 and is now 190054400.

To execute this test, run the following from the base repo dir:
    PYTORCH_TEST_CUDA_MEM_LEAK_CHECK=1 python test/functorch/test_vmap.py TestVmapOperatorsOpInfoCUDA.test_vmap_exhaustive_tile_cuda_float32

This message can be suppressed by setting PYTORCH_PRINT_REPRO_ON_FAILURE=0
```

</details>


Test file path: `functorch/test_vmap.py`

cc @clee2000 @wdvr @zou3519 @Chillee @samdow @kshitij12345","closed","Refatoração","{triaged,""module: flaky-tests"",skipped,""module: functorch""}",1,"2024-12-11 19:04:58","2024-12-19 20:10:50","2024-12-19 20:10:50","pytorch-bot[bot]",NULL,NULL,"https://github.com/pytorch/pytorch/issues/142999",8
"318","2736339258","2736339258","143120","Fix search icon","Removing:

.pytorch-left-menu-search input[type=text] {
    background-image: none;
}
so that the search icon correctly appears in the sphinx searchbox

Also, fixing scrolling

cc @brycebortree @sekyondaMeta @AlannaBurke","closed","Refatoração","{""open source""}",1,"2024-12-12 16:16:01","2025-01-18 02:02:07","2024-12-17 23:11:48","pytorchbot",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143120",5
"322","2739403209","2739403209","143246","UNSTABLE slow / linux-focal-rocm6.2-py3.10 / test (slow)","Network issue on ROCM runners is causing all the download there to fail

cc @jeffdaily @sunway513 @jithunnair-amd @pruthvistony @ROCmSupport @dllehr-amd @jataylo @hongxiayang @naromero77amd @seemethere @malfet @pytorch/pytorch-dev-infra","closed","Refatoração","{""module: rocm"",""module: ci"",triaged,unstable}",4,"2024-12-14 00:27:31","2024-12-24 07:46:11","2024-12-24 07:46:10","huydhn",NULL,NULL,"https://github.com/pytorch/pytorch/issues/143246",10
"323","2739397070","2739397070","143242","ROCm SDPA: Ensure attn_mask has the same dtype with q","This is required by current AOTriton's backend.

Fixes NaN when calling SDPA ME backend with `q.dtype() != attn_mask.dtype()` when training llama2 using transformers+deepspeed+pytorch

Corresponding CUDA check seems to be here: 
https://github.com/pytorch/pytorch/blob/708ce3c0082d670d9eaff84bc3c43cad4554a75d/aten/src/ATen/native/transformers/cuda/attention.cu#L1331-L1336

cc @jeffdaily @sunway513 @jithunnair-amd @pruthvistony @ROCmSupport @dllehr-amd @jataylo @hongxiayang @naromero77amd","closed","Refatoração","{""module: rocm"",""open source"",Merged,""topic: not user facing"",ciflow/rocm}",17,"2024-12-14 00:17:26","2025-01-08 16:28:54","2025-01-08 15:20:28","xinyazhang",NULL,"2.6.0","https://github.com/pytorch/pytorch/pull/143242",25
"326","2745568705","2745568705","143394","[CD] Test that all PyTorch wheels support OpenMP","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #143395
* __->__ #143394
* #143393

Together with https://github.com/pytorch/pytorch/pull/143393 fixes https://github.com/pytorch/pytorch/issues/123225","closed","Refatoração","{Merged,""topic: not user facing"",ciflow/binaries_wheel}",3,"2024-12-17 17:27:50","2025-01-18 02:04:59","2024-12-18 02:27:59","malfet",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143394",1
"329","2753681638","2753681638","143695","[ROCm] CK Flash Attention Backend","Replace https://github.com/pytorch/pytorch/pull/138947 for re-import. 

Replaces https://github.com/ROCm/pytorch/pull/1592

This PR contains the initial implementation of SDPA with composable_kernel backend. The CK path can be forced by simply calling torch.backends.cuda.preferred_rocm_fa_library(""ck""). Similarly, you can force the incumbent aotriton implementation by passing in ""aotriton"" or ""default"". As you'd expect, not setting this option will result in aotriton to be used as the backend. In the case of CK, if pytorch deems flash attention usable, then it will use the CK path in all the same places aotriton would have been used. This PR makes no changes to the heuristics which select which attention scheme to use (i.e. flash attention vs memory efficient attention vs math etc etc). It only gets called when flash attention is both enabled (via USE_FLASH_ATTENTION) and is selected at runtime by the existing heuristics.

Files located in pytorch/aten/src/ATen/native/transformers/hip/flash_attn/ck/mha* have been pulled from https://github.com/Dao-AILab/flash-attention courtesy of @tridao's hard work who is the co-author

NOTE: In order to use this backend, the user MUST set USE_CK_FLASH_ATTENTION=1 in their environment when they build PyTorch.

cc @jeffdaily @sunway513 @jithunnair-amd @pruthvistony @ROCmSupport @dllehr-amd @jataylo @hongxiayang @naromero77amd @albanD @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames","closed","Refatoração","{""module: rocm"",Merged,ciflow/trunk,""release notes: distributed (c10d)"",""topic: not user facing"",skip-pr-sanity-checks,""module: dynamo"",ciflow/inductor,ciflow/rocm}",14,"2024-12-21 01:11:02","2025-01-06 04:23:32","2025-01-03 22:01:40","xw285cornell",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143695",13
"336","2759384359","2759384359","143849","Refine CUDA Stream priority","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #143849
* #143799
* #141123
* #141119
* #142347

# Motivation
As mentioned in https://github.com/pytorch/pytorch/pull/141119#discussion_r1897480515, we properly handle the priority value if it is outside of the priority range.

# Additional Context
If the value falls outside of the allowed priority range, it will automatically be mapped to the nearest valid priority(either lowest or highest).","closed","Refatoração","{""open source"",Merged,ciflow/trunk,""release notes: cuda"",""topic: improvements""}",4,"2024-12-26 07:11:34","2024-12-31 11:17:16","2024-12-31 11:17:08","guangyey",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143849",5
"337","2759145849","2759145849","143842","subgraph rewriter supports matched pattern with no users","Fixes #143841


cc @ezyang @SherlockNoMad @EikanWang @jgong5 @wenzhe-nrv","closed","Refatoração","{""open source"",Merged,ciflow/trunk,""release notes: fx"",fx}",8,"2024-12-26 00:47:55","2024-12-27 12:46:44","2024-12-27 12:45:42","YangQun1",NULL,NULL,"https://github.com/pytorch/pytorch/pull/143842",1
"354","2781252749","2781252749","144588","Avoid data-dependent errors in NJT tests via capture_scalar_outputs=True","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #144889
* __->__ #144588
* #144587
* #144586

Part of my BE project addressing NJT bugs surfaced via OpInfo tests.

There are several xfails related to data-dependent errors in torch.compile. This PR sets `torch._dynamo.config.capture_scalar_outputs=True` to avoid these, which tends to exercise unbacked SymInt logic and will require `torch._check()`-related fixes.","closed","Refatoração","{Merged,ciflow/trunk,""topic: not user facing""}",3,"2025-01-10 21:51:49","2025-01-24 22:46:09","2025-01-24 22:45:03","jbschlosser",NULL,NULL,"https://github.com/pytorch/pytorch/pull/144588",14
"338","2763815395","2763815395","144007","[ROCm] fix torch.layer_norm invalid configuration problem when input is large tensor","Fixes #136291

This PR is to fix the `invalid configuration argument` problem happened on ROCm when input is a large tensor when calling `torch.layer_norm`.

```
 File ""/opt/conda/envs/py_3.9/lib/python3.9/site-packages/torch/nn/functional.py"", line 2573, in layer_norm
    return torch.layer_norm
RuntimeError: HIP error: invalid configuration argument
```

After investigation, I found that the reason why this error happened is: The amd compute language runtime checks whether  `gridDim.x * blockDim.x` is greater than `std::numeric_limits<uint32_t>::max()` or not. If yes, it will error out with the ""invalid configuration argument"" message.
  
The fix is to split the whole task to several chunks so that each chunk will not trigger the failure condition. This will ensure the correctness and completeness given the current kernel implementation logic of `vectorized_layer_norm_kernel`.

Also added a largeTensor layer_norm unit test `test_layer_norm_large_tensor` with the same shape `[16, 3000, 3000, 16]` as the one used by the pytorch issue #136291 so that the unit test can check the expected output value to ensure correctness. 

The future work may include performance optimization of layer_norm and CK layer_norm integration.

cc @jeffdaily @sunway513 @jithunnair-amd @pruthvistony @ROCmSupport @dllehr-amd @jataylo @naromero77amd","closed","Refatoração","{""module: rocm"",""open source"",Merged,ciflow/trunk,""release notes: cuda"",ciflow/rocm}",5,"2024-12-31 00:00:36","2025-01-07 19:18:08","2025-01-07 19:17:06","hongxiayang",NULL,NULL,"https://github.com/pytorch/pytorch/pull/144007",7
"351","2776100913","2776100913","144417","[ONNX] Handle list values as 0d inputs","Handle list values as 0d inputs instead of 1d, as the `SymInt`s are expected to be 0d tensors in ONNX.

This PR reshapes int64 values into 1D tensors in a list, assuming they are 0D tensors initially.","closed","Refatoração","{""open source"",""release notes: onnx""}",1,"2025-01-08 18:55:42","2025-01-10 18:43:39","2025-01-10 18:43:39","pytorchbot",NULL,NULL,"https://github.com/pytorch/pytorch/pull/144417",2
"339","2763769352","2763769352","144006","[inductor] Add missing py312 xfail","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #144006

See #144006

```py
__________________________________________ CudaReproTests.test_repeated_masked_load __________________________________________
RuntimeError: First class dim doesn't work with python 3.12

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/home/jansel/conda/envs/pytorch/lib/python3.12/unittest/case.py"", line 58, in testPartExecutor
    yield
  File ""/home/jansel/conda/envs/pytorch/lib/python3.12/unittest/case.py"", line 634, in run
    self._callTestMethod(testMethod)
  File ""/home/jansel/conda/envs/pytorch/lib/python3.12/unittest/case.py"", line 589, in _callTestMethod
    if method() is not None:
       ^^^^^^^^
  File ""/home/jansel/pytorch/torch/testing/_internal/common_utils.py"", line 3108, in wrapper
    method(*args, **kwargs)
  File ""/home/jansel/pytorch/test/inductor/test_cuda_repro.py"", line 1678, in test_repeated_masked_load
    from functorch.einops import rearrange
  File ""/home/jansel/pytorch/functorch/einops/__init__.py"", line 1, in <module>
    from .rearrange import rearrange
  File ""/home/jansel/pytorch/functorch/einops/rearrange.py"", line 7, in <module>
    from functorch._C import dim as _C
ImportError: initialization failed
```


cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @ColinPeppler @amjames @desertfire @chauhang @aakhundov","closed","Refatoração","{Merged,ciflow/trunk,""topic: not user facing"",""module: inductor"",ciflow/inductor}",3,"2024-12-30 22:48:20","2024-12-31 23:38:12","2024-12-31 23:37:07","jansel",NULL,NULL,"https://github.com/pytorch/pytorch/pull/144006",1
